deck_id,card_1,card_2,card_3,card_4,card_5,card_6,card_7,card_8
1033,Arrows,Giant,Goblin Hut,Inferno Dragon,P.E.K.K.A,Rage,Royal Ghost,Royal Hogs
1034,Lumberjack,Ram Rider,Skeleton Army,Tesla,The Log,Valkyrie,Witch,Wizard
1035,Barbarian Barrel,Cannon,Fireball,Guards,Hog Rider,Mini P.E.K.K.A,Musketeer,Valkyrie
1036,Goblin Barrel,Goblin Gang,Inferno Tower,Princess,Skeleton Army,Skeleton Barrel,The Log,Valkyrie
1037,Arrows,Battle Healer,Boss Bandit,Executioner,Fisherman,Hog Rider,Mega Knight,Witch
1038,Electro Wizard,Elite Barbarians,Goblin Barrel,Mini P.E.K.K.A,Musketeer,Skeleton Army,The Log,Valkyrie
1039,Cannon,Fireball,Firecracker,Hog Rider,Ice Spirit,Knight,Skeletons,The Log
1040,Arrows,Earthquake,Hog Rider,Ice Spirit,Musketeer,Skeleton Army,Tornado,Valkyrie
1041,Bomber,Elixir Collector,Heal Spirit,Knight,Monk,Prince,Rage,Three Musketeers
1042,Arrows,Electro Wizard,Mini P.E.K.K.A,Mirror,P.E.K.K.A,Skeleton Barrel,Tombstone,Valkyrie
1043,Baby Dragon,Bandit,Fireball,Hog Rider,Knight,Tesla,The Log,Wall Breakers
1044,Firecracker,Hog Rider,Mega Knight,Mini P.E.K.K.A,Musketeer,The Log,Tombstone,Valkyrie
1045,Electro Spirit,Elixir Collector,Fire Spirit,Furnace,Knight,Mini P.E.K.K.A,The Log,X-Bow
1046,Archers,Cannon,Fireball,Goblin Barrel,Ice Spirit,Mega Knight,Princess,Zap
1047,Fireball,Firecracker,Giant Snowball,Guards,Hog Rider,Lumberjack,Mini P.E.K.K.A,Wall Breakers
1048,Firecracker,Goblin Barrel,Inferno Dragon,Mini P.E.K.K.A,Skeleton Army,The Log,Valkyrie,Witch
1049,Cannon,Fireball,Hog Rider,Ice Spirit,Mega Knight,Musketeer,Skeletons,The Log
1050,Arrows,Dart Goblin,Electro Dragon,Elixir Golem,Firecracker,Guards,Lightning,Mini P.E.K.K.A
1051,Barbarians,Boss Bandit,Golem,Lightning,Miner,Minion Horde,Minions,Wizard
1052,Arrows,Bandit,Bats,Mega Knight,Miner,Musketeer,Wall Breakers,Zap
1053,Arrows,Bats,Dart Goblin,Firecracker,Goblin Barrel,Mega Knight,Prince,Royal Delivery
1054,Archer Queen,Knight,Rocket,Skeletons,Tesla,The Log,Tornado,X-Bow
1055,Barbarian Barrel,Bats,Cannon,Hog Rider,Mega Knight,Mini P.E.K.K.A,Vines,Witch
1056,Ice Spirit,Knight,Musketeer,Rocket,Skeletons,Tesla,The Log,X-Bow
1057,Fireball,Fisherman,Hog Rider,Hunter,Musketeer,Royal Giant,The Log,Valkyrie
1058,Barbarian Barrel,Cannon,Fireball,Hog Rider,Ice Golem,Ice Spirit,Musketeer,Skeletons
1059,Arrows,Bats,Goblin Drill,Knight,Mega Knight,Wall Breakers,Wizard,Zap
1060,Cannon,Earthquake,Electro Spirit,Firecracker,Hog Rider,Mighty Miner,Skeletons,The Log
1061,Barbarian Barrel,Goblin Gang,Mega Knight,Mini P.E.K.K.A,Minions,Musketeer,Skeleton Barrel,Zap
1062,Hog Rider,Knight,Lightning,Magic Archer,Mega Knight,Mini P.E.K.K.A,The Log,Witch
1063,Clone,Giant Skeleton,Lumberjack,Mini P.E.K.K.A,Night Witch,Skeleton Barrel,Valkyrie,Wizard
1064,Bomber,Giant,Miner,Mini P.E.K.K.A,Musketeer,Skeletons,Void,Zap
1065,Arrows,Bats,Cannon Cart,Goblin Gang,Miner,Mortar,Skeleton King,Spear Goblins
1066,Archer Queen,Cannon,Fireball,Hog Rider,Ice Spirit,Knight,Skeletons,The Log
1067,Archer Queen,Cannon,Fireball,Ice Spirit,Knight,Skeletons,The Log,X-Bow
1068,Arrows,Dart Goblin,Mega Knight,Mini P.E.K.K.A,Royal Hogs,Skeleton Army,Witch,Zap
